N
3.5,1.5,0,1,-1,-1,
4,1.5,1,1,-1,-1,
3.5,2,22,1,-1,-1,
3.5,2.5,23,1,-1,-1,
3.5,3,24,1,-1,-1,
3.5,3.5,25,1,-1,-1,
3.5,4,26,1,-1,-1,
3.5,4.5,27,1,-1,-1,
3.5,5,28,1,-1,-1,
3.5,5.5,29,1,-1,-1,
3.5,6,30,1,-1,-1,
3.5,6.5,31,1,-1,-1,
3.5,7,32,1,-1,-1,
3.5,7.5,33,1,-1,-1,
3.5,8,34,1,-1,-1,
3.5,8.5,35,1,-1,-1,
3.5,9,36,1,-1,-1,
3.5,9.5,37,1,-1,-1,
3.5,10,38,1,-1,-1,
3.5,10.5,39,1,-1,-1,
3.5,11,40,1,-1,-1,
4,11,41,1,-1,-1,
4,10.5,42,1,-1,-1,
4,10,43,1,-1,-1,
4,9.5,44,1,-1,-1,
4,9,45,1,-1,-1,
4,8.5,46,1,-1,-1,
4,8,47,1,-1,-1,
4,7.5,48,1,-1,-1,
4,7,49,1,-1,-1,
4,6.5,50,1,-1,-1,
4,6,51,1,-1,-1,
4,5.5,52,1,-1,-1,
4,5,53,1,-1,-1,
4,4.5,54,1,-1,-1,
4,4,55,1,-1,-1,
4,3.5,56,1,-1,-1,
4,3,57,1,-1,-1,
4,2.5,58,1,-1,-1,
4,2,59,1,-1,-1,
5,12,61,1,-1,-1,
5,12.5,62,1,-1,-1,
14.5,12,82,1,-1,-1,
14.5,12.5,83,1,-1,-1,
14,12.5,84,1,-1,-1,
14,12,85,1,-1,-1,
13.5,12,86,1,-1,-1,
13.5,12.5,87,1,-1,-1,
13,12.5,88,1,-1,-1,
12.5,12.5,89,1,-1,-1,
12,12.5,90,1,-1,-1,
11.5,12.5,91,1,-1,-1,
11,12.5,92,1,-1,-1,
10.5,12.5,93,1,-1,-1,
10,12.5,94,1,-1,-1,
9.5,12.5,95,1,-1,-1,
9,12.5,96,1,-1,-1,
8.5,12.5,97,1,-1,-1,
8,12.5,98,1,-1,-1,
7.5,12.5,99,1,-1,-1,
7,12.5,100,1,-1,-1,
6.5,12.5,101,1,-1,-1,
6,12.5,102,1,-1,-1,
5.5,12.5,103,1,-1,-1,
5.5,12,104,1,-1,-1,
6,12,105,1,-1,-1,
6.5,12,106,1,-1,-1,
7,12,107,1,-1,-1,
7.5,12,108,1,-1,-1,
8,12,109,1,-1,-1,
8.5,12,110,1,-1,-1,
9,12,111,1,-1,-1,
9.5,12,112,1,-1,-1,
10,12,113,1,-1,-1,
10.5,12,114,1,-1,-1,
11,12,115,1,-1,-1,
11.5,12,116,1,-1,-1,
12,12,117,1,-1,-1,
12.5,12,118,1,-1,-1,
13,12,119,1,-1,-1,
3.5,11.5,120,1,-1,-1,
4,11.5,121,1,-1,-1,
4.5,12,123,1,-1,-1,
4,12,124,1,-1,-1,
3.5,12,125,1,-1,-1,
3.5,12.5,126,1,-1,-1,
4,12.5,127,1,-1,-1,
4.5,12.5,128,1,-1,-1,
3.75,1,129,1,-1,-1,
15,12.25,130,1,-1,-1,
A
1,0,4,1.5,3.5,1.5,0,
22,0,3.5,2,3.5,1.5,22,
22,1,3.5,2,4,1.5,23,
23,22,3.5,2.5,3.5,2,24,
24,23,3.5,3,3.5,2.5,25,
25,24,3.5,3.5,3.5,3,26,
26,25,3.5,4,3.5,3.5,27,
27,26,3.5,4.5,3.5,4,28,
28,27,3.5,5,3.5,4.5,29,
29,28,3.5,5.5,3.5,5,30,
30,29,3.5,6,3.5,5.5,31,
31,30,3.5,6.5,3.5,6,32,
32,31,3.5,7,3.5,6.5,33,
33,32,3.5,7.5,3.5,7,34,
34,33,3.5,8,3.5,7.5,35,
35,34,3.5,8.5,3.5,8,36,
36,35,3.5,9,3.5,8.5,37,
37,36,3.5,9.5,3.5,9,38,
38,37,3.5,10,3.5,9.5,39,
39,38,3.5,10.5,3.5,10,40,
40,39,3.5,11,3.5,10.5,41,
41,39,4,11,3.5,10.5,42,
41,40,4,11,3.5,11,43,
42,38,4,10.5,3.5,10,46,
42,39,4,10.5,3.5,10.5,47,
42,40,4,10.5,3.5,11,48,
42,41,4,10.5,4,11,49,
43,37,4,10,3.5,9.5,53,
43,38,4,10,3.5,10,54,
43,39,4,10,3.5,10.5,55,
43,42,4,10,4,10.5,56,
44,36,4,9.5,3.5,9,60,
44,37,4,9.5,3.5,9.5,61,
44,38,4,9.5,3.5,10,62,
44,43,4,9.5,4,10,63,
45,35,4,9,3.5,8.5,67,
45,36,4,9,3.5,9,68,
45,37,4,9,3.5,9.5,69,
45,44,4,9,4,9.5,70,
46,34,4,8.5,3.5,8,74,
46,35,4,8.5,3.5,8.5,75,
46,36,4,8.5,3.5,9,76,
46,45,4,8.5,4,9,77,
47,33,4,8,3.5,7.5,81,
47,34,4,8,3.5,8,82,
47,35,4,8,3.5,8.5,83,
47,46,4,8,4,8.5,84,
48,32,4,7.5,3.5,7,88,
48,33,4,7.5,3.5,7.5,89,
48,34,4,7.5,3.5,8,90,
48,47,4,7.5,4,8,91,
49,31,4,7,3.5,6.5,95,
49,32,4,7,3.5,7,96,
49,33,4,7,3.5,7.5,97,
49,48,4,7,4,7.5,98,
50,30,4,6.5,3.5,6,102,
50,31,4,6.5,3.5,6.5,103,
50,32,4,6.5,3.5,7,104,
50,49,4,6.5,4,7,105,
51,29,4,6,3.5,5.5,109,
51,30,4,6,3.5,6,110,
51,31,4,6,3.5,6.5,111,
51,50,4,6,4,6.5,112,
52,28,4,5.5,3.5,5,116,
52,29,4,5.5,3.5,5.5,117,
52,30,4,5.5,3.5,6,118,
52,51,4,5.5,4,6,119,
53,27,4,5,3.5,4.5,123,
53,28,4,5,3.5,5,124,
53,29,4,5,3.5,5.5,125,
53,52,4,5,4,5.5,126,
54,26,4,4.5,3.5,4,130,
54,27,4,4.5,3.5,4.5,131,
54,28,4,4.5,3.5,5,132,
54,53,4,4.5,4,5,133,
55,25,4,4,3.5,3.5,137,
55,26,4,4,3.5,4,138,
55,27,4,4,3.5,4.5,139,
55,54,4,4,4,4.5,140,
56,24,4,3.5,3.5,3,144,
56,25,4,3.5,3.5,3.5,145,
56,26,4,3.5,3.5,4,146,
56,55,4,3.5,4,4,147,
57,23,4,3,3.5,2.5,151,
57,24,4,3,3.5,3,152,
57,25,4,3,3.5,3.5,153,
57,56,4,3,4,3.5,154,
58,22,4,2.5,3.5,2,158,
58,23,4,2.5,3.5,2.5,159,
58,24,4,2.5,3.5,3,160,
58,57,4,2.5,4,3,161,
59,0,4,2,3.5,1.5,165,
59,22,4,2,3.5,2,166,
59,23,4,2,3.5,2.5,167,
59,1,4,2,4,1.5,168,
59,58,4,2,4,2.5,169,
62,61,5,12.5,5,12,175,
83,82,14.5,12.5,14.5,12,198,
84,82,14,12.5,14.5,12,199,
84,83,14,12.5,14.5,12.5,200,
85,84,14,12,14,12.5,203,
85,82,14,12,14.5,12,205,
85,83,14,12,14.5,12.5,206,
86,85,13.5,12,14,12,210,
86,84,13.5,12,14,12.5,211,
87,86,13.5,12.5,13.5,12,212,
87,85,13.5,12.5,14,12,213,
87,84,13.5,12.5,14,12.5,214,
88,86,13,12.5,13.5,12,215,
88,87,13,12.5,13.5,12.5,216,
89,88,12.5,12.5,13,12.5,217,
90,89,12,12.5,12.5,12.5,218,
91,90,11.5,12.5,12,12.5,219,
92,91,11,12.5,11.5,12.5,220,
93,92,10.5,12.5,11,12.5,221,
94,93,10,12.5,10.5,12.5,222,
95,94,9.5,12.5,10,12.5,223,
96,95,9,12.5,9.5,12.5,224,
97,96,8.5,12.5,9,12.5,225,
98,97,8,12.5,8.5,12.5,226,
99,98,7.5,12.5,8,12.5,227,
100,99,7,12.5,7.5,12.5,228,
101,100,6.5,12.5,7,12.5,229,
102,101,6,12.5,6.5,12.5,230,
103,61,5.5,12.5,5,12,231,
