N
6.5,4,0,2,-1,0,
6.5,4.5,1,2,-1,0,
6.5,5,2,2,-1,0,
7,5,3,2,-1,0,
7.5,5,4,2,-1,0,
8,5,5,2,-1,0,
8.5,5,6,2,-1,0,
9,5,7,2,-1,0,
9.5,5,8,2,-1,0,
9.5,4.5,9,2,-1,0,
9.5,4,10,2,-1,0,
9,4,11,2,-1,0,
8.5,4,12,2,-1,0,
8,4,13,2,-1,0,
7.5,4,14,2,-1,0,
7,4,15,2,-1,0,
7,4.5,16,2,-1,0,
7.5,4.5,17,2,-1,0,
8,4.5,18,2,-1,0,
8.5,4.5,19,2,-1,0,
9,4.5,20,2,-1,0,
8.53333,8.67143,21,1,0,-1,
9,8.67143,22,1,0,-1,
9.46667,8.67143,23,1,0,-1,
8.53333,8.41429,24,1,0,-1,
9,8.41429,25,1,0,-1,
9.46667,8.41429,26,1,0,-1,
8.53333,8.15714,27,1,0,-1,
9,8.15714,28,1,0,-1,
9.46667,8.15714,29,1,0,-1,
8.53333,7.9,30,1,0,-1,
9,7.9,31,1,0,-1,
9.46667,7.9,32,1,0,-1,
8.53333,7.64286,33,1,0,-1,
9,7.64286,34,1,0,-1,
9.46667,7.64286,35,1,0,-1,
8.53333,7.38571,36,1,0,-1,
9,7.38571,37,1,0,-1,
9.46667,7.38571,38,1,0,-1,
8.53333,7.12857,39,1,0,-1,
9,7.12857,40,1,0,-1,
9.46667,7.12857,41,1,0,-1,
8.53333,6.87143,42,1,0,-1,
9,6.87143,43,1,0,-1,
9.46667,6.87143,44,1,0,-1,
8.53333,6.61429,45,1,0,-1,
9,6.61429,46,1,0,-1,
9.46667,6.61429,47,1,0,-1,
8.53333,6.35714,48,1,0,-1,
9,6.35714,49,1,0,-1,
9.46667,6.35714,50,1,0,-1,
8.53333,6.1,51,1,0,-1,
9,6.1,52,1,0,-1,
9.46667,6.1,53,1,0,-1,
8.53333,5.84286,54,1,0,-1,
9,5.84286,55,1,0,-1,
9.46667,5.84286,56,1,0,-1,
8.53333,5.58571,57,1,0,-1,
9,5.58571,58,1,0,-1,
9.46667,5.58571,59,1,0,-1,
8.53333,5.32857,60,1,0,-1,
9,5.32857,61,1,0,-1,
9.46667,5.32857,62,1,0,-1,
7.46667,5.32857,63,2,1,-1,
7,5.32857,64,2,1,-1,
6.53333,5.32857,65,2,1,-1,
7.46667,5.58571,66,2,1,-1,
7,5.58571,67,2,1,-1,
6.53333,5.58571,68,2,1,-1,
7.46667,5.84286,69,2,1,-1,
7,5.84286,70,2,1,-1,
6.53333,5.84286,71,2,1,-1,
7.46667,6.1,72,2,1,-1,
7,6.1,73,2,1,-1,
6.53333,6.1,74,2,1,-1,
7.46667,6.35714,75,2,1,-1,
7,6.35714,76,2,1,-1,
6.53333,6.35714,77,2,1,-1,
7.46667,6.61429,78,2,1,-1,
7,6.61429,79,2,1,-1,
6.53333,6.61429,80,2,1,-1,
7.46667,6.87143,81,2,1,-1,
7,6.87143,82,2,1,-1,
6.53333,6.87143,83,2,1,-1,
7.46667,7.12857,84,2,1,-1,
7,7.12857,85,2,1,-1,
6.53333,7.12857,86,2,1,-1,
7.46667,7.38571,87,2,1,-1,
7,7.38571,88,2,1,-1,
6.53333,7.38571,89,2,1,-1,
7.46667,7.64286,90,2,1,-1,
7,7.64286,91,2,1,-1,
6.53333,7.64286,92,2,1,-1,
7.46667,7.9,93,2,1,-1,
7,7.9,94,2,1,-1,
6.53333,7.9,95,2,1,-1,
7.46667,8.15714,96,2,1,-1,
7,8.15714,97,2,1,-1,
6.53333,8.15714,98,2,1,-1,
7.46667,8.41429,99,2,1,-1,
7,8.41429,100,2,1,-1,
6.53333,8.41429,101,2,1,-1,
7.46667,8.67143,102,2,1,-1,
7,8.67143,103,2,1,-1,
6.53333,8.67143,104,2,1,-1,
6.5,9,105,3,-1,-1,
6.5,9.5,106,3,-1,-1,
6.5,10,107,3,-1,-1,
6.5,10.5,108,3,-1,-1,
6.5,11,109,3,-1,-1,
6.5,11.5,110,3,-1,-1,
6.5,12,111,3,-1,-1,
7,12,112,3,-1,-1,
7.5,12,113,3,-1,-1,
7.5,11.5,114,3,-1,-1,
7,11.5,115,3,-1,-1,
7,11,116,3,-1,-1,
7.5,11,117,3,-1,-1,
7.5,10.5,118,3,-1,-1,
7,10.5,119,3,-1,-1,
7,10,120,3,-1,-1,
7.5,10,121,3,-1,-1,
7.5,9.5,122,3,-1,-1,
7,9.5,123,3,-1,-1,
7,9,124,3,-1,-1,
7.5,9,125,3,-1,-1,
8.5,9,147,1,-1,-1,
8.5,9.5,148,1,-1,-1,
8.5,10,149,1,-1,-1,
8.5,10.5,150,1,-1,-1,
8.5,11,151,1,-1,-1,
8.5,11.5,152,1,-1,-1,
8.5,12,153,1,-1,-1,
9,12,154,1,-1,-1,
9.5,12,155,1,-1,-1,
9.5,11.5,156,1,-1,-1,
9,11.5,157,1,-1,-1,
9,11,158,1,-1,-1,
9.5,11,159,1,-1,-1,
9.5,10.5,160,1,-1,-1,
9,10.5,161,1,-1,-1,
9,10,162,1,-1,-1,
9.5,10,163,1,-1,-1,
9.5,9.5,164,1,-1,-1,
9,9.5,165,1,-1,-1,
9,9,166,1,-1,-1,
9.5,9,167,1,-1,-1,
A
1,0,6.5,4.5,6.5,4,0,
2,1,6.5,5,6.5,4.5,1,
3,1,7,5,6.5,4.5,2,
3,2,7,5,6.5,5,3,
4,3,7.5,5,7,5,4,
5,4,8,5,7.5,5,5,
6,5,8.5,5,8,5,6,
7,6,9,5,8.5,5,7,
8,7,9.5,5,9,5,8,
9,7,9.5,4.5,9,5,9,
9,8,9.5,4.5,9.5,5,10,
10,9,9.5,4,9.5,4.5,11,
11,10,9,4,9.5,4,12,
11,9,9,4,9.5,4.5,13,
12,11,8.5,4,9,4,14,
13,12,8,4,8.5,4,15,
14,13,7.5,4,8,4,16,
15,0,7,4,6.5,4,17,
15,1,7,4,6.5,4.5,18,
15,14,7,4,7.5,4,19,
16,0,7,4.5,6.5,4,20,
16,1,7,4.5,6.5,4.5,21,
16,2,7,4.5,6.5,5,22,
16,15,7,4.5,7,4,23,
16,3,7,4.5,7,5,24,
16,14,7,4.5,7.5,4,25,
16,4,7,4.5,7.5,5,26,
17,15,7.5,4.5,7,4,27,
17,16,7.5,4.5,7,4.5,28,
17,3,7.5,4.5,7,5,29,
17,14,7.5,4.5,7.5,4,30,
17,4,7.5,4.5,7.5,5,31,
17,13,7.5,4.5,8,4,32,
17,5,7.5,4.5,8,5,33,
18,14,8,4.5,7.5,4,34,
18,17,8,4.5,7.5,4.5,35,
18,4,8,4.5,7.5,5,36,
18,13,8,4.5,8,4,37,
18,5,8,4.5,8,5,38,
18,12,8,4.5,8.5,4,39,
18,6,8,4.5,8.5,5,40,
19,13,8.5,4.5,8,4,41,
19,18,8.5,4.5,8,4.5,42,
19,5,8.5,4.5,8,5,43,
19,12,8.5,4.5,8.5,4,44,
19,6,8.5,4.5,8.5,5,45,
19,11,8.5,4.5,9,4,46,
19,7,8.5,4.5,9,5,47,
20,12,9,4.5,8.5,4,48,
20,19,9,4.5,8.5,4.5,49,
20,6,9,4.5,8.5,5,50,
20,11,9,4.5,9,4,51,
20,7,9,4.5,9,5,52,
20,10,9,4.5,9.5,4,53,
20,9,9,4.5,9.5,4.5,54,
20,8,9,4.5,9.5,5,55,
21,24,8.53333,8.67143,8.53333,8.41429,56,
21,25,8.53333,8.67143,9,8.41429,57,
21,22,8.53333,8.67143,9,8.67143,58,
22,25,9,8.67143,9,8.41429,59,
22,26,9,8.67143,9.46667,8.41429,60,
22,23,9,8.67143,9.46667,8.67143,61,
22,24,9,8.67143,8.53333,8.41429,62,
23,26,9.46667,8.67143,9.46667,8.41429,63,
23,25,9.46667,8.67143,9,8.41429,64,
24,27,8.53333,8.41429,8.53333,8.15714,65,
24,28,8.53333,8.41429,9,8.15714,66,
24,25,8.53333,8.41429,9,8.41429,67,
25,28,9,8.41429,9,8.15714,68,
25,29,9,8.41429,9.46667,8.15714,69,
25,26,9,8.41429,9.46667,8.41429,70,
25,27,9,8.41429,8.53333,8.15714,71,
26,29,9.46667,8.41429,9.46667,8.15714,72,
26,28,9.46667,8.41429,9,8.15714,73,
27,30,8.53333,8.15714,8.53333,7.9,74,
27,31,8.53333,8.15714,9,7.9,75,
27,28,8.53333,8.15714,9,8.15714,76,
28,31,9,8.15714,9,7.9,77,
28,32,9,8.15714,9.46667,7.9,78,
28,29,9,8.15714,9.46667,8.15714,79,
28,30,9,8.15714,8.53333,7.9,80,
29,32,9.46667,8.15714,9.46667,7.9,81,
29,31,9.46667,8.15714,9,7.9,82,
30,33,8.53333,7.9,8.53333,7.64286,83,
30,34,8.53333,7.9,9,7.64286,84,
30,31,8.53333,7.9,9,7.9,85,
31,34,9,7.9,9,7.64286,86,
31,35,9,7.9,9.46667,7.64286,87,
31,32,9,7.9,9.46667,7.9,88,
31,33,9,7.9,8.53333,7.64286,89,
32,35,9.46667,7.9,9.46667,7.64286,90,
32,34,9.46667,7.9,9,7.64286,91,
33,36,8.53333,7.64286,8.53333,7.38571,92,
33,37,8.53333,7.64286,9,7.38571,93,
33,34,8.53333,7.64286,9,7.64286,94,
34,37,9,7.64286,9,7.38571,95,
34,38,9,7.64286,9.46667,7.38571,96,
34,35,9,7.64286,9.46667,7.64286,97,
